id_cliente,nombre,apellido,edad,antiguedad_laboral,ingresos_anuales,puntaje_credito,monto_prestamo,proposito_prestamo,estado_pago
12066,Fernando,Hernández,32,5,31067630,534,9027099,Vivienda,Pagado
12067,Gabriela,Morales,22,1,16679054,444,9781524,Coche,Pagado
12068,Lucía,Rodríguez,36,6,18172732,514,11400754,Personal,Pagado
12069,Gabriel,Castillo,52,16,45310834,540,23076475,Personal,Pagado
12070,Alejandra,Reyes,47,17,39173826,534,21179096,Coche,Pagado
12071,Marcela,Gómez,47,15,34108035,490,21361194,Negocio,Pagado
12072,Laura,García,50,16,38418604,515,20180056,Coche,Pagado
12073,Juan,Hernández,38,9,38372126,588,17416455,Educacion,Pagado
12074,María,González,39,4,24113298,552,7139056,Negocio,Pagado
12075,Juan,Vargas,31,1,26141545,487,7172463,Educacion,No Pagado
12076,Andrea,Gómez,34,7,29089790,468,12213291,Negocio,Pagado
12077,Alejandro,Medina,44,11,33813061,529,22268080,Educacion,Pagado
12078,Carlos,Aguilar,50,15,44022663,479,25854419,Educacion,Pagado
12079,Luis,Gutiérrez,36,12,39361226,541,21132543,Vivienda,Pagado
12080,Andrés,Castro,33,8,26320142,572,9395030,Vivienda,No Pagado
12081,Laura,Rivera,38,12,31184095,665,11334848,Negocio,Pagado
12082,Daniela,Pérez,44,11,38710324,493,15518370,Personal,Pagado
12083,Santiago,Cruz,23,0,23191214,543,3005681,Negocio,Pagado
12084,Julián,Martínez,22,0,17361463,449,6364005,Vivienda,Pagado
12085,Daniel,Morales,32,3,23673131,454,3867895,Personal,Pagado
12086,Isabela,García,25,6,11111767,430,1427682,Educacion,No Pagado
12087,Ana,Guerrero,32,7,22909955,524,11833589,Vivienda,No Pagado
12088,Héctor,Morales,36,9,24303441,475,2586711,Educacion,Pagado
12089,Ana,Castillo,33,9,31623124,489,13083043,Personal,Pagado
12090,Catalina,Bermúdez,52,9,38380485,549,20001438,Negocio,Pagado
12091,Fernando,Rivera,41,11,32384891,502,21761917,Coche,Pagado
12092,Gabriela,Ortiz,41,6,31754718,498,8331220,Personal,Pagado
12093,Julián,Guerrero,44,11,31249117,417,7484402,Personal,Pagado
12094,Isabela,Sánchez,26,1,28566235,509,15395162,Coche,No Pagado
12095,Sofía,Aguilar,48,15,46090969,571,13086807,Negocio,Pagado
12096,Carolina,Rivera,37,8,38290533,492,25763495,Vivienda,Pagado
12097,Sofía,Cruz,44,15,40617086,575,14239058,Vivienda,Pagado
12098,Gabriel,Rodríguez,27,1,21252609,579,11479100,Negocio,No Pagado
12099,Daniel,Castro,22,2,26873646,494,11709531,Negocio,No Pagado
12100,Andrés,Bermúdez,46,12,33795165,630,11786030,Educacion,Pagado
12101,Ricardo,Bermúdez,41,5,27043955,664,14667267,Coche,Pagado
12102,David,Reyes,28,0,18592442,643,10220022,Personal,Pagado
12103,Gabriel,Pérez,29,3,26014356,445,12600867,Vivienda,No Pagado
12104,Alejandro,Gómez,49,17,37189474,501,10748311,Negocio,No Pagado
12105,Héctor,García,26,3,20823135,475,12246057,Vivienda,Pagado
12106,María,Hernández,54,12,33990723,584,16598135,Vivienda,Pagado
12107,Isabela,Gómez,28,3,25205488,594,9691654,Vivienda,Pagado
12108,Juan,Flores,44,17,30414483,584,12319377,Vivienda,Pagado
12109,Andrea,Torres,34,6,22939194,455,1481078,Educacion,Pagado
12110,Juan,Morales,44,10,41285835,522,7755514,Personal,Pagado
12111,Isabela,Guerrero,32,6,32301591,518,18192571,Coche,Pagado
12112,Julián,Rojas,36,9,31871565,449,11635197,Coche,Pagado
12113,Gabriel,Castillo,38,7,31778317,536,10569940,Educacion,Pagado
12114,Nicolás,Aguilar,27,4,19945201,437,7339211,Vivienda,No Pagado
12115,Julián,Ramos,45,11,32335481,462,13033088,Personal,Pagado
12116,José,Reyes,32,7,24988791,465,4972379,Coche,No Pagado
12117,Valentina,Reyes,35,7,21031729,545,3021815,Coche,Pagado
12118,Juan,López,28,4,24462242,529,9180888,Personal,Pagado
12119,Valentina,González,22,0,18244155,494,7853195,Personal,No Pagado
12120,Marcela,Medina,36,5,23732893,581,9667436,Personal,No Pagado
12121,Alejandra,Aguilar,62,23,59043409,658,34245626,Personal,Pagado
12122,Paula,Díaz,45,11,39234568,568,16608009,Educacion,Pagado
12123,Gabriel,Ramos,37,8,33659209,537,17779854,Vivienda,Pagado
12124,Carlos,Torres,35,6,25763300,532,17105357,Vivienda,Pagado
12125,Ricardo,Díaz,38,11,31993349,527,16742993,Personal,Pagado
12126,Andrés,Medina,43,9,37336863,431,14994272,Negocio,Pagado
12127,Isabela,García,26,2,21963911,563,5542962,Educacion,Pagado
12128,Daniel,Flores,49,16,48609503,593,29028517,Vivienda,Pagado
12129,Valentina,Rojas,45,15,36781062,488,17000708,Personal,Pagado
12130,Diego,Aguilar,45,10,33277197,632,16448484,Coche,Pagado
12131,Lucía,Gutiérrez,42,16,39571264,517,19087133,Vivienda,No Pagado
12132,Miguel,Morales,38,9,24876763,526,9988417,Coche,Pagado
12133,María,Castro,44,8,39021484,610,21337685,Coche,Pagado
12134,Lucía,Guerrero,43,12,28896440,559,9424300,Personal,Pagado
12135,Santiago,Gutiérrez,34,5,30392923,598,9948257,Vivienda,Pagado
12136,Valentina,Sánchez,32,6,23158632,497,11008690,Personal,Pagado
12137,Héctor,Medina,39,8,33782920,632,21464054,Negocio,Pagado
12138,Santiago,Torres,53,16,47536714,538,24275417,Educacion,Pagado
12139,Fernando,Rojas,25,0,20567105,570,11796480,Negocio,No Pagado
12140,Diana,Torres,23,3,13801895,364,8223129,Personal,No Pagado
12141,Diana,González,39,5,25716123,474,13385366,Vivienda,Pagado
12142,Camila,Torres,38,5,25956704,549,17883559,Coche,Pagado
12143,Diego,Gutiérrez,39,10,22724965,511,7006899,Personal,No Pagado
12144,Paula,Ruiz,40,14,40037389,540,30351307,Educacion,No Pagado
12145,Gabriel,Castillo,35,5,28350537,528,8218420,Coche,Pagado
12146,Nicolás,Hernández,52,17,37122409,508,20790995,Negocio,No Pagado
12147,Julián,Martínez,22,3,26478374,431,16385663,Personal,No Pagado
12148,Natalia,Sánchez,29,6,21093359,520,15709815,Coche,No Pagado
12149,Daniel,Bermúdez,36,6,30052862,493,16562054,Negocio,Pagado
12150,Diana,Ramírez,22,0,13873647,560,6663922,Coche,Pagado
12151,Natalia,González,36,0,16308699,512,4340457,Vivienda,Pagado
12152,Juan,Castro,54,15,36377797,617,12762901,Personal,Pagado
12153,Laura,Rodríguez,38,12,30157547,559,14323759,Negocio,No Pagado
12154,Felipe,Rodríguez,40,6,35691484,509,22202445,Personal,Pagado
12155,Paula,Pérez,25,4,23132665,390,3008920,Negocio,No Pagado
12156,Sebastián,Reyes,31,2,24901025,580,8830963,Vivienda,Pagado
12157,Felipe,Torres,34,6,17549861,464,5703154,Educacion,Pagado
12158,Lucía,Rivera,34,8,34750430,505,21888863,Coche,Pagado
12159,José,Rodríguez,50,12,40718398,562,24723583,Negocio,Pagado
12160,Valentina,Torres,43,11,34402911,546,8991465,Vivienda,No Pagado
12161,Juan,Ramos,26,1,26462115,556,19453678,Educacion,Pagado
12162,Luis,García,40,11,39437483,545,27605427,Personal,No Pagado
12163,Paula,López,42,11,40172951,543,10786468,Vivienda,Pagado
12164,Héctor,Gómez,49,14,38564567,622,19612797,Educacion,Pagado
12165,Alejandro,Rivera,53,20,39582617,610,17708294,Personal,Pagado
12166,Laura,Flores,27,4,27544614,465,13855669,Coche,No Pagado
12167,Felipe,Castro,29,1,15774727,442,7127970,Vivienda,No Pagado
12168,Alejandro,Torres,25,1,29936283,457,13489915,Vivienda,No Pagado
12169,Isabela,Cruz,35,6,28339997,523,10384024,Coche,Pagado
12170,María,González,42,10,28695578,475,6253929,Personal,No Pagado
12171,Alejandro,Vargas,47,20,34840657,564,12922810,Personal,Pagado
12172,Camila,Reyes,37,9,24211975,522,14035047,Personal,Pagado
12173,David,Medina,34,0,25901814,383,5510311,Vivienda,Pagado
12174,Ricardo,González,39,7,30968038,460,18963001,Personal,Pagado
12175,Ricardo,Rodríguez,29,0,16020389,346,6152946,Coche,No Pagado
12176,Marcela,Ramírez,58,17,44617721,573,19932643,Coche,Pagado
12177,Santiago,Hernández,22,0,11160323,544,1817209,Vivienda,Pagado
12178,Santiago,Gutiérrez,39,6,33546509,435,12220463,Coche,No Pagado
12179,Paola,Díaz,58,13,44527033,519,13181118,Coche,Pagado
12180,Mariana,Ortiz,38,9,29307987,525,21977469,Personal,Pagado
12181,Camilo,Díaz,36,7,22759446,467,11584892,Educacion,Pagado
12182,Catalina,Sánchez,34,7,26499221,464,6904973,Personal,No Pagado
12183,Paola,Reyes,36,7,27126360,558,8594227,Vivienda,Pagado
12184,Natalia,Medina,51,10,40988633,545,26257857,Personal,Pagado
12185,Alejandra,Martínez,22,2,19635089,408,11042949,Coche,No Pagado
12186,Gabriela,Castro,53,21,48960300,467,12044375,Vivienda,Pagado
12187,Paola,Torres,23,2,16977117,612,9483817,Personal,Pagado
12188,Catalina,Reyes,35,5,18497942,583,10333378,Personal,Pagado
12189,Isabela,Guerrero,33,1,29955464,497,18605364,Personal,No Pagado
12190,David,Flores,43,8,29119837,551,11750633,Coche,Pagado
12191,Andrea,Sánchez,22,1,12865414,459,3166252,Coche,No Pagado
12192,Camila,García,42,13,34984417,575,7792984,Personal,Pagado
12193,Ana,Gómez,58,19,48711352,547,18800263,Personal,Pagado
12194,Gabriel,Ruiz,24,3,17745817,463,3579140,Coche,No Pagado
12195,David,López,39,11,29906536,562,13695827,Negocio,No Pagado
12196,Catalina,Pérez,31,6,23844868,594,9963736,Coche,Pagado
12197,Ana,Díaz,42,8,40282701,590,10837604,Coche,Pagado
12198,Sebastián,González,38,9,31186609,603,20265348,Coche,Pagado
12199,Juan,Castillo,31,2,19360185,494,5602564,Personal,Pagado
12200,Andrea,Medina,42,10,29211083,510,13662748,Negocio,No Pagado
12201,María,Bermúdez,56,18,44345579,480,25935154,Personal,Pagado
12202,Gabriela,Flores,36,12,32389289,535,18955575,Educacion,Pagado
12203,Héctor,Reyes,45,8,37419900,577,21154370,Negocio,Pagado
12204,María,González,25,3,21620793,481,11370523,Vivienda,No Pagado
12205,José,Ramos,28,7,20190633,462,12606041,Personal,No Pagado
12206,Laura,Martínez,42,12,32680293,614,17457096,Coche,Pagado
12207,Paola,González,52,17,46469539,612,29896742,Educacion,Pagado
12208,Sebastián,Rojas,41,11,28069540,613,15322597,Negocio,Pagado
12209,Carlos,Cruz,34,10,26871233,470,14235410,Coche,No Pagado
12210,Diego,Ortiz,37,4,31587314,494,15098810,Vivienda,Pagado
12211,María,Morales,25,0,24176407,565,5806132,Vivienda,Pagado
12212,Daniela,Sánchez,44,11,34635423,549,14319840,Educacion,Pagado
12213,María,Gómez,46,6,32743965,525,13619370,Educacion,Pagado
12214,Julián,Morales,33,9,21589410,490,11631850,Personal,Pagado
12215,Catalina,Martínez,33,9,30828199,522,10975435,Coche,Pagado
12216,Diana,García,40,8,38593898,599,12072871,Negocio,No Pagado
12217,Alejandra,Ramírez,33,4,39025770,518,13704925,Educacion,Pagado
12218,Camilo,Ramírez,37,7,31732230,576,20493877,Personal,No Pagado
12219,Isabela,Mendoza,58,18,46545601,618,15830445,Personal,Pagado
12220,Luis,Rojas,35,7,24000946,476,9575864,Vivienda,No Pagado
12221,María,Reyes,34,8,19005715,471,8952127,Coche,No Pagado
12222,Daniela,Castillo,31,4,25884796,490,15071817,Coche,No Pagado
12223,Santiago,Rodríguez,45,14,49151695,488,30131617,Personal,Pagado
12224,Lucía,Ramírez,36,8,35954061,504,19988604,Coche,Pagado
12225,Julián,Bermúdez,31,3,30182821,600,8531667,Educacion,Pagado
12226,Mariana,Castillo,51,19,44228014,572,19315482,Personal,Pagado
12227,Isabela,Ortiz,52,11,42197615,533,26878364,Personal,Pagado
12228,Natalia,Gómez,31,4,12881263,614,8270637,Educacion,Pagado
12229,Natalia,González,22,3,23012552,440,9011529,Coche,No Pagado
12230,Gabriela,Ramírez,48,11,35103297,509,12978403,Educacion,Pagado
12231,María,Gómez,31,5,21891363,581,12950787,Coche,Pagado
12232,Diego,García,45,13,35383715,591,14060199,Vivienda,Pagado
12233,Camilo,Vargas,22,0,16214977,480,13254042,Negocio,Pagado
12234,Alejandro,Cruz,46,12,33611822,602,8483250,Educacion,Pagado
12235,Carlos,López,25,1,20269360,514,12909965,Vivienda,Pagado
12236,Juan,López,45,10,33008612,488,9531818,Negocio,Pagado
12237,Natalia,Ramos,38,15,34101614,405,12778162,Negocio,Pagado
12238,Marcela,Torres,28,1,14564110,471,5309868,Vivienda,No Pagado
12239,José,Medina,33,9,27129711,580,10064375,Educacion,Pagado
12240,Mariana,Vargas,44,10,29718522,526,16310997,Personal,No Pagado
12241,María,Bermúdez,39,5,26992753,561,17459529,Personal,No Pagado
12242,Camila,Hernández,43,11,35716994,560,11989096,Personal,Pagado
12243,Luis,Guerrero,57,19,38580011,493,11014217,Vivienda,Pagado
12244,Lucía,Castillo,22,3,15087963,465,6210382,Coche,No Pagado
12245,Miguel,Rivera,54,21,48444821,603,33450792,Coche,Pagado
12246,Ana,Bermúdez,39,17,27934110,493,19443389,Negocio,Pagado
12247,Miguel,Ramos,29,4,32689335,493,16562636,Personal,Pagado
12248,Héctor,Morales,24,0,25222039,519,9688937,Coche,Pagado
12249,Camilo,Martínez,36,8,27127364,532,9867230,Coche,Pagado
12250,Laura,Díaz,47,12,33863951,617,8662590,Vivienda,Pagado
12251,Carolina,García,36,10,31409699,551,14715297,Coche,Pagado
12252,Felipe,Torres,53,12,34162688,522,21483637,Vivienda,Pagado
12253,Sebastián,Cruz,23,8,11789286,462,4014469,Coche,Pagado
12254,Diana,Pérez,37,10,28703324,532,14917348,Negocio,Pagado
12255,Carlos,López,25,0,19129756,570,14264002,Educacion,Pagado
12256,Laura,Díaz,41,7,32672136,517,16226311,Coche,Pagado
12257,Catalina,Castillo,46,14,34926296,462,23102645,Personal,Pagado
12258,Miguel,Morales,33,9,34569733,549,15994514,Negocio,Pagado
12259,Diego,Díaz,22,0,10524301,443,2501553,Coche,No Pagado
12260,Miguel,Martínez,39,11,26908689,465,14370967,Educacion,No Pagado
12261,Laura,Reyes,42,4,34033179,548,14473510,Personal,Pagado
12262,Carlos,Ruiz,42,10,28191763,597,16345754,Educacion,Pagado
12263,Carolina,Díaz,50,17,35598397,536,22516224,Coche,Pagado
12264,Isabela,Gutiérrez,27,1,22016773,530,3311831,Coche,Pagado
12265,Carolina,Martínez,44,6,28332386,586,16839189,Personal,No Pagado
12266,Camilo,Bermúdez,49,14,39134577,610,20150993,Coche,Pagado
12267,Sebastián,Mendoza,22,0,14500717,446,8032804,Personal,Pagado
12268,Nicolás,Ortiz,41,11,29491681,480,14162985,Personal,Pagado
12269,María,Martínez,32,2,14288473,457,10259888,Vivienda,No Pagado
12270,Mariana,Rivera,37,5,29697815,575,16270424,Personal,No Pagado
12271,Paula,Mendoza,41,3,24364050,576,17749974,Personal,Pagado
12272,Alejandra,González,33,6,26158788,467,8699520,Coche,Pagado
12273,Luis,Torres,31,4,22439475,631,12923722,Educacion,Pagado
12274,Héctor,Ramírez,38,4,28167459,474,17850803,Personal,No Pagado
12275,Felipe,García,27,3,21451623,558,11571858,Educacion,No Pagado
12276,David,Gómez,27,6,24368141,588,8937740,Vivienda,No Pagado
12277,Camila,Martínez,44,10,31561203,556,14250694,Negocio,Pagado
12278,Sebastián,Ortiz,26,3,27813482,461,3847683,Personal,No Pagado
12279,Sebastián,Flores,44,12,26762999,507,16153569,Personal,Pagado
12280,Sofía,Morales,42,6,31267044,531,13866095,Educacion,No Pagado
12281,Diana,Hernández,22,6,24581154,551,8499771,Vivienda,Pagado
12282,Miguel,Castillo,31,3,26983862,449,7788727,Vivienda,No Pagado
12283,José,Martínez,49,15,35325822,464,18147543,Vivienda,Pagado
12284,Gabriela,Ortiz,28,5,19558772,524,4773397,Educacion,No Pagado
12285,Diana,Hernández,33,5,21566037,550,14667588,Personal,Pagado
12286,Camila,Sánchez,42,12,37796138,657,23270779,Coche,Pagado
12287,Camilo,Mendoza,45,12,32900381,477,9079546,Vivienda,Pagado
12288,Paula,Gómez,35,2,27875615,519,13631658,Vivienda,Pagado
12289,Miguel,Rivera,32,4,26921507,582,6841414,Vivienda,Pagado
12290,Mariana,Bermúdez,52,13,53041967,588,31069239,Negocio,Pagado
12291,Valentina,Torres,55,15,45366256,574,27555977,Personal,No Pagado
12292,Alejandro,Martínez,47,9,32544279,602,24648679,Vivienda,Pagado
12293,Juan,López,38,11,24699248,499,9280438,Vivienda,Pagado
12294,Héctor,García,29,8,24020736,556,1668566,Coche,No Pagado
12295,Andrés,Gómez,29,6,24004570,440,5729056,Vivienda,No Pagado
12296,Alejandra,Castillo,43,14,25146502,461,16450677,Coche,Pagado
12297,Santiago,López,42,9,30030729,529,10660341,Vivienda,Pagado
12298,Gabriel,Mendoza,52,13,42686762,435,18609248,Coche,No Pagado
12299,Valentina,Flores,44,9,32138221,555,16710695,Vivienda,No Pagado
12300,José,Ortiz,22,2,23643118,396,13432450,Personal,No Pagado
12301,María,Flores,48,14,31408217,576,13981027,Educacion,Pagado
12302,Alejandra,Rivera,28,3,26184414,518,15892410,Educacion,Pagado
12303,Fernando,Flores,34,10,33769448,523,5617401,Coche,Pagado
12304,Andrea,Hernández,40,10,37582482,567,16409195,Vivienda,Pagado
12305,Mariana,Rivera,57,15,37170718,597,17968227,Personal,Pagado
12306,Juan,Guerrero,65,19,52972763,597,32772996,Educacion,Pagado
12307,Diego,Ramírez,44,13,33056229,652,20094037,Personal,Pagado
12308,Diana,Vargas,36,10,23369287,548,11984111,Vivienda,No Pagado
12309,Paula,Torres,43,12,33330661,591,11808249,Educacion,Pagado
12310,Ricardo,Martínez,46,18,35075110,616,17012902,Coche,Pagado
12311,Diana,Martínez,34,11,34203752,563,16710952,Vivienda,Pagado
12312,Diana,Ramos,55,18,47565316,699,35075247,Educacion,Pagado
12313,Lucía,Medina,40,6,25437777,546,16359968,Negocio,Pagado
12314,Luis,Aguilar,42,6,28778893,544,9372637,Personal,Pagado
12315,José,Morales,44,10,33296512,515,17996813,Personal,Pagado
12316,Héctor,Martínez,42,12,34437974,533,10569317,Vivienda,Pagado
12317,Camilo,Torres,46,17,44231891,521,26347252,Personal,Pagado
12318,Mariana,Castillo,31,6,29253911,554,7619434,Coche,Pagado
12319,Julián,Flores,32,9,27856959,468,8117498,Vivienda,Pagado
12320,Alejandro,Sánchez,26,1,19496755,503,5594573,Vivienda,Pagado
12321,Valentina,Hernández,42,12,25933229,573,9562187,Vivienda,Pagado
12322,Mariana,Ramos,45,14,43859988,567,15888941,Personal,Pagado
12323,Gabriel,Flores,42,4,29364517,495,12227652,Personal,Pagado
12324,Valentina,Medina,54,15,50974201,623,20954273,Vivienda,No Pagado
12325,Ana,Guerrero,37,10,31980546,528,14138325,Coche,Pagado
12326,Sofía,Ruiz,44,12,46126421,400,29887112,Vivienda,Pagado
12327,Nicolás,Rivera,27,0,24031607,450,8520022,Vivienda,Pagado
12328,María,Morales,34,0,18039901,596,13268104,Vivienda,Pagado
12329,Diana,Gutiérrez,44,10,32127922,632,11029883,Negocio,Pagado
12330,María,Gómez,46,12,36354325,587,12326373,Personal,Pagado
12331,Isabela,Mendoza,35,4,23031085,567,11090759,Personal,Pagado
12332,Diana,Martínez,37,8,28314695,488,9925115,Personal,Pagado
12333,Sofía,Cruz,22,2,11965304,471,4394658,Negocio,Pagado
12334,Paola,Mendoza,34,8,28428606,592,20252208,Vivienda,Pagado
12335,Fernando,Medina,46,5,35587059,581,16376120,Coche,Pagado
12336,Julián,Ruiz,43,7,28379452,550,11828692,Personal,Pagado
12337,María,Díaz,43,10,44301271,544,24447282,Personal,Pagado
12338,Diego,Gutiérrez,38,10,31917566,600,9962374,Vivienda,Pagado
12339,María,Medina,38,9,27116295,595,14354071,Coche,Pagado
12340,Miguel,Castro,31,6,17652303,547,6981426,Coche,Pagado
12341,Mariana,Díaz,44,10,35499714,556,9766731,Educacion,Pagado
12342,David,González,42,9,32297557,526,10248238,Educacion,Pagado
12343,Laura,Ruiz,42,8,37115204,586,26510975,Personal,Pagado
12344,Diana,Díaz,32,7,26083148,457,4907189,Personal,No Pagado
12345,Luis,Vargas,22,0,12031406,436,4948321,Educacion,No Pagado
12346,Ana,Guerrero,48,16,48353591,489,16447503,Vivienda,Pagado
12347,Ana,Sánchez,33,6,29178124,590,10399045,Negocio,Pagado
12348,Valentina,Medina,29,3,22129456,468,9696483,Negocio,No Pagado
12349,Ana,Medina,44,9,35623192,575,17186171,Personal,Pagado
12350,Camila,Aguilar,34,2,28370209,517,14996615,Coche,Pagado
12351,Natalia,Cruz,48,11,30855716,719,20089111,Personal,Pagado
12352,Diego,Medina,44,10,35988471,577,14093869,Vivienda,Pagado
12353,Julián,Castro,44,4,30549382,447,7148903,Educacion,No Pagado
12354,Juan,Cruz,24,0,21736499,560,12391933,Vivienda,Pagado
12355,Natalia,Bermúdez,50,17,37899090,547,23974858,Personal,Pagado
12356,María,Ortiz,40,11,30176490,529,13335672,Personal,Pagado
12357,Héctor,Rojas,34,5,35514355,490,15282542,Personal,No Pagado
12358,Andrea,Ramos,39,9,37954560,552,11014759,Vivienda,Pagado
12359,Paula,Hernández,22,0,8000000,494,1764862,Coche,No Pagado
12360,Héctor,Ortiz,42,10,39783809,514,14695103,Coche,Pagado
12361,Laura,Guerrero,27,7,23431739,476,15965547,Coche,No Pagado
12362,Carolina,Vargas,24,4,17259089,499,5143394,Vivienda,Pagado
12363,Diego,Sánchez,22,2,13764126,358,9556837,Personal,Pagado
12364,Ana,Hernández,49,12,34254411,485,16541110,Personal,Pagado
12365,Catalina,Ramos,31,7,22800320,605,7800447,Negocio,Pagado
12366,Marcela,Aguilar,53,10,34964337,593,17516019,Personal,Pagado
12367,Andrés,Castro,32,4,18827001,485,10623540,Personal,Pagado
12368,Felipe,Cruz,22,2,13598099,393,9685019,Personal,No Pagado
12369,Laura,Guerrero,26,4,23616969,498,14407180,Vivienda,No Pagado
12370,Natalia,Martínez,50,16,41450450,624,11715989,Educacion,Pagado
12371,Sofía,Torres,36,8,32379282,676,9759718,Vivienda,Pagado
12372,Paola,Cruz,32,4,25268150,621,17830633,Coche,Pagado
12373,Valentina,Castillo,39,10,25666603,486,5994472,Negocio,No Pagado
12374,Catalina,Morales,43,8,36272204,523,23920486,Educacion,Pagado
12375,Miguel,Reyes,49,11,33576553,483,15417616,Personal,No Pagado
12376,Ricardo,Ortiz,52,15,45233071,531,20142846,Vivienda,Pagado
12377,Miguel,Flores,34,7,22170399,509,9534158,Educacion,Pagado
12378,Carlos,Morales,24,0,15762616,472,8988010,Negocio,No Pagado
12379,Sebastián,González,33,7,25593041,633,13915995,Coche,Pagado
12380,Andrés,González,40,11,36572024,470,15393363,Personal,No Pagado
12381,Carlos,Rojas,28,3,23679986,504,9595120,Personal,Pagado
12382,Santiago,Díaz,28,10,25700006,394,9406884,Vivienda,No Pagado
12383,Mariana,Gutiérrez,41,7,41628343,566,22491623,Personal,No Pagado
12384,Isabela,Rojas,37,6,20215084,453,3710561,Personal,Pagado
12385,Diana,Sánchez,38,7,25208111,593,9861107,Coche,Pagado
12386,Lucía,González,30,4,18994057,493,6267541,Vivienda,No Pagado
12387,Valentina,Pérez,35,6,19346738,445,5005345,Personal,No Pagado
12388,José,Morales,28,0,18002402,388,8059510,Personal,No Pagado
12389,María,Aguilar,46,10,39838845,506,14397832,Personal,No Pagado
12390,Paola,Díaz,48,13,35841763,576,21544386,Personal,Pagado
12391,Andrea,González,22,4,17934985,512,8911156,Educacion,No Pagado
12392,Andrea,Castillo,28,10,16987225,476,4007841,Educacion,No Pagado
12393,Juan,Ramírez,23,5,16617372,541,6650384,Vivienda,Pagado
12394,Diego,López,31,2,21891506,450,13178497,Coche,No Pagado
12395,Alejandro,López,37,5,32212002,372,20209856,Vivienda,No Pagado
12396,Alejandra,Morales,23,0,10225418,503,4301529,Educacion,Pagado
12397,Ana,Castillo,28,8,22524956,577,2970695,Personal,Pagado
12398,Daniela,Reyes,27,2,27234090,577,8270865,Personal,Pagado
12399,Fernando,Cruz,40,5,28574583,467,17619643,Personal,No Pagado
12400,Camilo,López,38,6,19422192,499,6787608,Personal,No Pagado
12401,Gabriel,Hernández,30,6,31595878,555,12329751,Personal,No Pagado
12402,Gabriel,Morales,39,11,36274484,506,14098202,Educacion,Pagado
12403,Lucía,Castro,32,4,29946985,525,15710965,Personal,No Pagado
12404,Nicolás,López,35,9,20681081,483,9892625,Vivienda,Pagado
12405,Luis,Hernández,54,9,48362278,524,27293843,Educacion,Pagado
12406,Ricardo,González,51,15,37533619,521,15187610,Coche,Pagado
12407,Paula,Morales,25,4,18852805,549,8612980,Personal,Pagado
12408,Daniel,Bermúdez,46,10,32886114,557,16586661,Personal,Pagado
12409,Felipe,Vargas,46,9,40734685,630,20038013,Negocio,Pagado
12410,Catalina,Morales,26,0,19501008,528,9964189,Coche,Pagado
12411,Santiago,Torres,46,17,41608705,649,17901217,Coche,Pagado
12412,Santiago,Ramírez,53,13,42179505,623,22043057,Vivienda,No Pagado
12413,Nicolás,López,26,3,21124789,542,10491711,Personal,No Pagado
12414,José,Castro,28,5,18866079,497,7734660,Vivienda,Pagado
12415,Carolina,Díaz,48,18,49860702,735,33648910,Personal,Pagado
12416,Isabela,López,40,9,25083031,543,10309886,Educacion,Pagado
12417,Daniela,Rivera,43,9,36261269,442,10336675,Coche,No Pagado
12418,Catalina,Castillo,41,10,35283282,559,7675515,Educacion,Pagado
12419,Gabriela,Torres,41,13,40371781,493,25894531,Coche,Pagado
12420,María,López,24,0,26140450,554,14504945,Coche,Pagado
12421,Mariana,Gutiérrez,48,10,36913057,603,10644172,Coche,Pagado
12422,Paola,Gómez,49,9,40451971,557,22096933,Educacion,No Pagado
12423,María,Gómez,35,3,35824368,481,15739509,Personal,No Pagado
12424,José,Díaz,37,10,30674116,540,10407735,Coche,Pagado
12425,Gabriela,Gutiérrez,22,0,12667832,451,4223487,Coche,No Pagado
12426,Santiago,García,43,9,32277659,591,17484971,Vivienda,Pagado
12427,Nicolás,Ruiz,43,8,27276770,576,8844979,Vivienda,Pagado
12428,Camilo,Morales,37,8,32059084,695,14360475,Personal,Pagado
12429,David,Cruz,49,13,44722281,545,9221169,Personal,Pagado
12430,Santiago,Mendoza,34,5,26594792,506,16369616,Educacion,Pagado
12431,Natalia,Vargas,43,15,28495199,538,16103323,Negocio,Pagado
12432,Gabriel,González,27,7,28908254,500,11172984,Vivienda,Pagado
12433,Andrés,Castro,37,3,19318505,583,6988742,Educacion,Pagado
12434,Carolina,Hernández,36,8,21870226,510,11782438,Coche,No Pagado
12435,Catalina,Hernández,40,7,30708308,648,5580784,Negocio,Pagado
12436,Ricardo,Martínez,34,5,28458926,556,10476643,Vivienda,Pagado
12437,Santiago,Morales,36,8,31711237,504,13277240,Personal,Pagado
12438,Carolina,Rivera,46,11,36469302,517,25140606,Educacion,Pagado
12439,Lucía,López,33,6,35800218,582,15751530,Educacion,No Pagado
12440,Sofía,García,22,2,19125841,491,9503558,Vivienda,No Pagado
12441,Julián,López,55,17,49773340,587,20605942,Educacion,Pagado
12442,Felipe,García,51,13,44534772,541,20970060,Personal,Pagado
12443,Paula,Ruiz,25,0,13335631,490,3286536,Educacion,No Pagado
12444,Felipe,Guerrero,44,7,33151347,516,16509935,Coche,No Pagado
12445,Felipe,Guerrero,32,2,35416602,597,12598031,Vivienda,Pagado
12446,Ana,Sánchez,40,15,32278245,580,18606350,Educacion,Pagado
12447,Carolina,Castillo,40,7,28226897,529,19845846,Personal,Pagado
12448,Fernando,González,35,3,27852877,516,16625423,Personal,No Pagado
